Start_Date,Data Value,Date
12/01/2012,28.73,2012-12-01
01/01/2017,25.14,2017-01-01
12/01/2014,24.14,2014-12-01
01/01/2009,26.9,2009-01-01
01/01/2011,1.8,2011-01-01
01/01/2011,1.22,2011-01-01
01/01/2011,1.32,2011-01-01
01/01/2011,2.46,2011-01-01
01/01/2011,2.59,2011-01-01
01/01/2009,41.7,2009-01-01
01/01/2009,26.5,2009-01-01
01/01/2009,27.1,2009-01-01
01/01/2009,84.7,2009-01-01
01/01/2011,2.0,2011-01-01
01/01/2011,2.0,2011-01-01
01/01/2011,1.47,2011-01-01
01/01/2011,1.37,2011-01-01
01/01/2011,1.36,2011-01-01
01/01/2011,2.14,2011-01-01
01/01/2011,1.31,2011-01-01
01/01/2011,2.0,2011-01-01
01/01/2015,1.0,2015-01-01
12/01/2012,33.37,2012-12-01
12/01/2014,32.43,2014-12-01
01/01/2017,28.44,2017-01-01
01/01/2005,13.3,2005-01-01
01/01/2005,19.1,2005-01-01
01/01/2005,202.7,2005-01-01
01/01/2005,47.2,2005-01-01
01/01/2009,2.6,2009-01-01
01/01/2009,1.4,2009-01-01
01/01/2009,4.7,2009-01-01
01/01/2009,22.3,2009-01-01
01/01/2011,2.3,2011-01-01
01/01/2011,2.2,2011-01-01
01/01/2011,1.9,2011-01-01
01/01/2011,2.1,2011-01-01
01/01/2011,2.0,2011-01-01
01/01/2011,1.38,2011-01-01
01/01/2011,1.56,2011-01-01
01/01/2011,2.47,2011-01-01
01/01/2011,1.57,2011-01-01
01/01/2009,73.6,2009-01-01
01/01/2009,39.1,2009-01-01
01/01/2009,135.2,2009-01-01
01/01/2015,2.9,2015-01-01
01/01/2009,10.5,2009-01-01
01/01/2009,16.6,2009-01-01
01/01/2009,105.4,2009-01-01
01/01/2011,1.8,2011-01-01
01/01/2011,2.4,2011-01-01
01/01/2011,2.2,2011-01-01
01/01/2011,2.3,2011-01-01
01/01/2011,1.6,2011-01-01
01/01/2011,2.34,2011-01-01
01/01/2011,1.83,2011-01-01
01/01/2009,113.1,2009-01-01
01/01/2009,15.4,2009-01-01
01/01/2009,35.5,2009-01-01
01/01/2009,24.0,2009-01-01
01/01/2009,43.2,2009-01-01
01/01/2009,27.0,2009-01-01
01/01/2009,13.7,2009-01-01
01/01/2009,59.7,2009-01-01
01/01/2011,1.81,2011-01-01
01/01/2011,2.62,2011-01-01
01/01/2011,1.27,2011-01-01
01/01/2011,1.65,2011-01-01
01/01/2011,1.22,2011-01-01
01/01/2011,1.42,2011-01-01
01/01/2011,1.04,2011-01-01
01/01/2009,42.5,2009-01-01
01/01/2015,3.0,2015-01-01
01/02/2012,16.1,2012-01-02
01/01/2015,12.0,2015-01-01
01/02/2012,9.8,2012-01-02
01/02/2012,5.8,2012-01-02
01/01/2015,7.7,2015-01-01
01/01/2016,58.2,2016-01-01
01/01/2016,17.8,2016-01-01
01/01/2005,28.8,2005-01-01
01/01/2005,21.5,2005-01-01
01/01/2016,25.8,2016-01-01
01/01/2005,59.8,2005-01-01
01/02/2012,38.88,2012-01-02
01/02/2012,69.36,2012-01-02
01/01/2015,63.0,2015-01-01
01/01/2009,138.5,2009-01-01
01/01/2005,9.5,2005-01-01
01/01/2005,68.3,2005-01-01
01/01/2005,12.9,2005-01-01
01/01/2009,49.1,2009-01-01
06/01/2009,26.36,2009-06-01
06/01/2009,27.83,2009-06-01
06/01/2009,21.56,2009-06-01
06/01/2009,25.36,2009-06-01
01/01/2005,110.4,2005-01-01
01/01/2015,81.6,2015-01-01
01/01/2015,65.8,2015-01-01
01/01/2009,130.2,2009-01-01
01/01/2005,0.8,2005-01-01
01/01/2016,0.4,2016-01-01
01/01/2016,0.8,2016-01-01
06/01/2010,24.34,2010-06-01
06/01/2016,17.74,2016-06-01
01/01/2005,0.8,2005-01-01
01/01/2005,59.3,2005-01-01
01/01/2016,41.8,2016-01-01
01/01/2016,12.5,2016-01-01
01/01/2016,0.7,2016-01-01
01/01/2005,0.8,2005-01-01
01/01/2011,2.5,2011-01-01
01/01/2011,1.9,2011-01-01
12/01/2015,25.86,2015-12-01
12/01/2020,22.0,2020-12-01
06/01/2011,23.68,2011-06-01
06/01/2010,25.39,2010-06-01
06/01/2016,17.99,2016-06-01
06/01/2009,28.01,2009-06-01
12/01/2010,32.89,2010-12-01
01/01/2015,20.7,2015-01-01
01/01/2005,41.6,2005-01-01
01/01/2005,22.0,2005-01-01
01/01/2009,3.0,2009-01-01
01/01/2009,9.5,2009-01-01
01/01/2011,1.9,2011-01-01
01/01/2011,1.24,2011-01-01
01/01/2011,2.01,2011-01-01
01/01/2011,2.13,2011-01-01
01/01/2011,1.45,2011-01-01
01/01/2009,16.1,2009-01-01
01/01/2011,1.43,2011-01-01
01/01/2015,2.5,2015-01-01
01/01/2009,24.6,2009-01-01
01/01/2009,43.5,2009-01-01
01/01/2011,2.3,2011-01-01
01/01/2011,1.44,2011-01-01
01/01/2011,3.41,2011-01-01
01/01/2011,1.26,2011-01-01
01/01/2011,1.78,2011-01-01
01/01/2011,1.35,2011-01-01
01/02/2012,5.2,2012-01-02
01/01/2015,2.3,2015-01-01
01/01/2016,24.9,2016-01-01
01/02/2012,53.09,2012-01-02
01/01/2015,45.4,2015-01-01
01/01/2009,89.1,2009-01-01
01/01/2005,28.1,2005-01-01
01/01/2005,114.5,2005-01-01
01/01/2009,63.6,2009-01-01
06/01/2009,26.66,2009-06-01
06/01/2009,26.84,2009-06-01
01/01/2005,16.5,2005-01-01
01/01/2005,77.1,2005-01-01
01/02/2012,139.92,2012-01-02
01/01/2016,0.8,2016-01-01
01/01/2005,1.4,2005-01-01
01/01/2005,4.1,2005-01-01
01/01/2016,5.0,2016-01-01
01/01/2011,2.8,2011-01-01
01/01/2014,0.89,2014-01-01
01/01/2014,0.96,2014-01-01
01/01/2014,0.81,2014-01-01
01/01/2011,1.3,2011-01-01
01/01/2014,0.8,2014-01-01
06/01/2012,18.39,2012-06-01
12/01/2009,22.61,2009-12-01
06/01/2015,14.32,2015-06-01
12/01/2010,30.69,2010-12-01
12/01/2012,21.89,2012-12-01
12/01/2010,31.99,2010-12-01
06/01/2009,21.66,2009-06-01
12/01/2012,20.3,2012-12-01
01/01/2017,18.65,2017-01-01
01/01/2021,16.04,2021-01-01
06/01/2013,18.1,2013-06-01
06/01/2012,18.85,2012-06-01
12/31/2015,20.53,2015-12-31
01/01/2018,19.9,2018-01-01
06/01/2012,33.58,2012-06-01
06/01/2013,30.68,2013-06-01
06/01/2012,17.24,2012-06-01
06/01/2013,16.92,2013-06-01
12/31/2015,18.65,2015-12-31
01/01/2018,17.94,2018-01-01
06/01/2021,11.26,2021-06-01
06/01/2011,18.51,2011-06-01
06/01/2010,18.49,2010-06-01
06/01/2017,29.44,2017-06-01
06/01/2018,30.33,2018-06-01
06/01/2020,30.94,2020-06-01
01/01/2009,24.2,2009-01-01
01/01/2009,6.2,2009-01-01
01/01/2011,2.88,2011-01-01
01/01/2011,1.73,2011-01-01
01/01/2011,1.5,2011-01-01
01/01/2011,1.38,2011-01-01
01/01/2009,9.3,2009-01-01
01/01/2009,127.4,2009-01-01
01/02/2012,2.6,2012-01-02
01/02/2012,3.6,2012-01-02
01/02/2012,3.6,2012-01-02
01/01/2015,1.4,2015-01-01
01/01/2005,12.2,2005-01-01
01/01/2016,12.6,2016-01-01
01/01/2005,50.6,2005-01-01
01/01/2016,57.0,2016-01-01
01/01/2016,24.1,2016-01-01
01/01/2005,86.0,2005-01-01
01/01/2016,70.4,2016-01-01
01/01/2005,17.0,2005-01-01
01/02/2012,14.2,2012-01-02
01/02/2012,39.01,2012-01-02
01/01/2015,41.8,2015-01-01
01/01/2015,28.0,2015-01-01
01/02/2012,36.51,2012-01-02
01/01/2015,36.1,2015-01-01
01/02/2012,42.58,2012-01-02
01/01/2015,54.2,2015-01-01
01/01/2009,125.0,2009-01-01
01/01/2009,43.6,2009-01-01
01/01/2011,1.47,2011-01-01
01/01/2011,1.7,2011-01-01
01/01/2011,1.36,2011-01-01
01/01/2011,2.1,2011-01-01
01/01/2009,58.1,2009-01-01
01/02/2012,8.6,2012-01-02
01/01/2015,5.7,2015-01-01
01/02/2012,3.4,2012-01-02
01/01/2005,13.0,2005-01-01
01/01/2005,45.6,2005-01-01
01/01/2016,46.5,2016-01-01
01/01/2005,13.0,2005-01-01
01/01/2016,13.0,2016-01-01
01/01/2005,18.2,2005-01-01
01/01/2016,17.8,2016-01-01
01/01/2005,28.4,2005-01-01
01/01/2016,22.9,2016-01-01
01/01/2015,2.3,2015-01-01
01/02/2012,26.29,2012-01-02
01/01/2015,27.1,2015-01-01
01/01/2016,0.5,2016-01-01
01/01/2016,2.3,2016-01-01
01/01/2016,2.6,2016-01-01
01/01/2016,1.8,2016-01-01
06/01/2017,29.41,2017-06-01
06/01/2018,30.34,2018-06-01
06/01/2020,29.33,2020-06-01
06/01/2017,14.97,2017-06-01
01/01/2016,31.4,2016-01-01
06/01/2017,29.63,2017-06-01
06/01/2020,29.34,2020-06-01
06/01/2018,30.1,2018-06-01
06/01/2013,32.57,2013-06-01
06/01/2012,35.97,2012-06-01
06/01/2021,30.72,2021-06-01
06/01/2012,35.02,2012-06-01
06/01/2013,21.63,2013-06-01
01/01/2018,21.72,2018-01-01
12/31/2015,22.27,2015-12-31
06/01/2017,28.93,2017-06-01
06/01/2018,31.14,2018-06-01
06/01/2020,30.49,2020-06-01
06/01/2018,14.61,2018-06-01
12/01/2016,26.51,2016-12-01
06/01/2013,18.43,2013-06-01
06/01/2012,18.37,2012-06-01
06/01/2012,26.96,2012-06-01
06/01/2013,25.3,2013-06-01
01/01/2018,23.51,2018-01-01
06/01/2021,16.78,2021-06-01
12/31/2015,19.36,2015-12-31
01/01/2018,19.34,2018-01-01
06/01/2021,30.41,2021-06-01
06/01/2012,32.99,2012-06-01
06/01/2013,30.29,2013-06-01
06/01/2021,30.31,2021-06-01
06/01/2009,27.11,2009-06-01
06/01/2017,29.12,2017-06-01
06/01/2018,29.66,2018-06-01
06/01/2020,30.96,2020-06-01
01/01/2005,31.9,2005-01-01
01/01/2005,47.5,2005-01-01
01/01/2016,34.6,2016-01-01
01/01/2016,20.0,2016-01-01
06/01/2009,25.94,2009-06-01
06/01/2018,29.66,2018-06-01
06/01/2020,29.67,2020-06-01
06/01/2013,29.66,2013-06-01
06/01/2012,32.89,2012-06-01
06/01/2021,29.68,2021-06-01
12/01/2013,22.74,2013-12-01
06/01/2017,18.17,2017-06-01
12/01/2016,28.39,2016-12-01
06/01/2020,15.18,2020-06-01
12/01/2011,38.04,2011-12-01
12/01/2009,43.08,2009-12-01
12/01/2013,37.06,2013-12-01
06/01/2017,30.82,2017-06-01
12/01/2016,36.31,2016-12-01
06/01/2018,28.82,2018-06-01
06/01/2020,21.93,2020-06-01
06/01/2013,20.23,2013-06-01
06/01/2012,20.62,2012-06-01
12/31/2015,21.18,2015-12-31
01/01/2018,20.54,2018-01-01
06/01/2021,14.28,2021-06-01
06/01/2017,23.43,2017-06-01
06/01/2018,24.81,2018-06-01
06/01/2020,27.83,2020-06-01
06/01/2009,27.97,2009-06-01
06/01/2009,25.39,2009-06-01
06/01/2009,22.21,2009-06-01
01/01/2015,2.8,2015-01-01
01/01/2015,1.6,2015-01-01
01/01/2016,16.6,2016-01-01
01/01/2005,12.1,2005-01-01
01/01/2016,10.7,2016-01-01
01/01/2016,27.9,2016-01-01
01/01/2005,0.6,2005-01-01
01/02/2012,3.9,2012-01-02
01/01/2015,40.5,2015-01-01
01/01/2009,38.2,2009-01-01
01/01/2009,35.1,2009-01-01
01/01/2009,20.7,2009-01-01
01/01/2005,124.9,2005-01-01
01/01/2005,14.7,2005-01-01
01/01/2005,16.9,2005-01-01
01/01/2005,4.3,2005-01-01
01/01/2005,7.5,2005-01-01
01/02/2012,44.02,2012-01-02
01/01/2015,38.0,2015-01-01
01/02/2012,47.64,2012-01-02
01/01/2009,58.8,2009-01-01
06/01/2009,26.36,2009-06-01
06/01/2009,22.71,2009-06-01
06/01/2009,30.45,2009-06-01
06/01/2018,30.0,2018-06-01
06/01/2017,28.74,2017-06-01
06/01/2020,28.29,2020-06-01
01/01/2009,183.9,2009-01-01
01/01/2005,354.2,2005-01-01
01/01/2005,11.1,2005-01-01
01/01/2005,40.4,2005-01-01
01/01/2005,17.5,2005-01-01
01/01/2015,41.4,2015-01-01
01/01/2009,58.3,2009-01-01
06/01/2009,25.16,2009-06-01
06/01/2009,23.35,2009-06-01
06/01/2009,23.65,2009-06-01
12/01/2011,34.38,2011-12-01
12/01/2009,37.91,2009-12-01
12/01/2013,32.2,2013-12-01
06/01/2017,26.18,2017-06-01
12/01/2016,32.89,2016-12-01
06/01/2017,28.12,2017-06-01
06/01/2018,30.3,2018-06-01
06/01/2020,30.44,2020-06-01
01/01/2005,37.9,2005-01-01
01/02/2012,45.54,2012-01-02
01/01/2015,34.4,2015-01-01
01/02/2012,214.14,2012-01-02
01/02/2012,164.79,2012-01-02
01/02/2012,191.4,2012-01-02
01/01/2009,191.4,2009-01-01
01/01/2009,40.2,2009-01-01
01/01/2005,1.1,2005-01-01
01/01/2009,26.9,2009-01-01
01/01/2009,129.2,2009-01-01
01/01/2009,43.6,2009-01-01
01/01/2009,89.0,2009-01-01
01/01/2009,146.7,2009-01-01
01/01/2009,20.9,2009-01-01
01/01/2016,21.0,2016-01-01
01/01/2005,57.7,2005-01-01
01/01/2016,49.5,2016-01-01
01/01/2005,24.9,2005-01-01
01/01/2016,33.7,2016-01-01
01/01/2016,21.7,2016-01-01
01/01/2005,29.4,2005-01-01
01/01/2005,34.7,2005-01-01
01/01/2005,23.8,2005-01-01
01/01/2016,23.8,2016-01-01
01/01/2005,3.8,2005-01-01
12/01/2011,24.49,2011-12-01
12/01/2009,27.56,2009-12-01
12/01/2011,25.94,2011-12-01
12/01/2013,21.87,2013-12-01
06/01/2018,14.92,2018-06-01
06/01/2020,12.85,2020-06-01
12/01/2016,26.77,2016-12-01
06/01/2017,15.77,2017-06-01
12/01/2010,24.96,2010-12-01
12/01/2008,25.81,2008-12-01
01/01/2015,21.11,2015-01-01
01/01/2020,17.79,2020-01-01
12/01/2008,24.06,2008-12-01
06/01/2014,14.62,2014-06-01
06/01/2020,31.83,2020-06-01
01/01/2005,3.9,2005-01-01
01/01/2005,12.4,2005-01-01
01/01/2005,35.1,2005-01-01
01/01/2005,171.2,2005-01-01
01/02/2012,18.65,2012-01-02
01/02/2012,18.09,2012-01-02
01/01/2015,16.8,2015-01-01
01/01/2009,14.2,2009-01-01
01/01/2016,0.5,2016-01-01
01/01/2016,2.3,2016-01-01
01/01/2005,1.4,2005-01-01
01/01/2016,0.6,2016-01-01
01/01/2005,0.7,2005-01-01
01/01/2005,3.8,2005-01-01
01/01/2005,19.5,2005-01-01
01/01/2005,11.7,2005-01-01
01/01/2016,11.1,2016-01-01
01/01/2005,47.6,2005-01-01
01/01/2016,38.2,2016-01-01
06/01/2009,25.74,2009-06-01
06/01/2021,29.43,2021-06-01
06/01/2021,30.39,2021-06-01
06/01/2017,23.03,2017-06-01
12/01/2013,28.08,2013-12-01
12/01/2009,26.32,2009-12-01
12/01/2013,21.02,2013-12-01
06/01/2017,15.72,2017-06-01
01/01/2015,19.25,2015-01-01
12/01/2018,22.03,2018-12-01
12/01/2010,30.73,2010-12-01
12/01/2014,25.21,2014-12-01
01/01/2017,20.39,2017-01-01
06/01/2016,33.12,2016-06-01
06/01/2010,33.17,2010-06-01
06/01/2011,33.0,2011-06-01
06/01/2010,20.31,2010-06-01
06/01/2011,20.29,2011-06-01
06/01/2016,15.6,2016-06-01
12/01/2020,22.92,2020-12-01
06/01/2016,13.62,2016-06-01
12/01/2015,23.39,2015-12-01
12/01/2020,21.48,2020-12-01
12/01/2009,28.06,2009-12-01
12/01/2011,24.1,2011-12-01
12/01/2013,20.47,2013-12-01
01/01/2009,41.0,2009-01-01
01/01/2009,43.2,2009-01-01
01/01/2009,58.8,2009-01-01
01/01/2009,49.7,2009-01-01
01/01/2009,42.7,2009-01-01
01/01/2009,37.1,2009-01-01
01/01/2009,47.9,2009-01-01
01/01/2009,50.1,2009-01-01
01/01/2015,25.5,2015-01-01
01/02/2012,31.69,2012-01-02
01/01/2015,45.4,2015-01-01
01/01/2005,7.2,2005-01-01
01/01/2005,7.9,2005-01-01
01/01/2005,4.2,2005-01-01
01/01/2016,1.1,2016-01-01
01/01/2016,24.8,2016-01-01
01/01/2016,34.3,2016-01-01
06/01/2017,29.24,2017-06-01
06/01/2018,30.39,2018-06-01
06/01/2021,28.93,2021-06-01
06/01/2021,29.52,2021-06-01
12/01/2011,32.42,2011-12-01
12/01/2009,34.44,2009-12-01
12/01/2013,29.23,2013-12-01
06/01/2018,16.27,2018-06-01
06/01/2018,23.83,2018-06-01
06/01/2020,17.91,2020-06-01
12/01/2011,21.84,2011-12-01
12/01/2009,21.42,2009-12-01
12/01/2013,17.14,2013-12-01
06/01/2017,13.03,2017-06-01
12/01/2016,24.31,2016-12-01
06/01/2013,30.77,2013-06-01
06/01/2012,33.13,2012-06-01
06/01/2013,27.36,2013-06-01
06/01/2012,28.92,2012-06-01
12/31/2015,26.68,2015-12-31
06/01/2018,29.36,2018-06-01
06/01/2020,30.19,2020-06-01
06/01/2009,25.7,2009-06-01
06/01/2020,30.2,2020-06-01
12/01/2009,27.5,2009-12-01
12/01/2013,20.23,2013-12-01
06/01/2017,14.14,2017-06-01
06/01/2018,14.4,2018-06-01
12/01/2013,19.44,2013-12-01
12/01/2016,27.0,2016-12-01
06/01/2018,15.44,2018-06-01
06/01/2020,14.77,2020-06-01
12/01/2009,35.11,2009-12-01
12/01/2011,32.12,2011-12-01
12/01/2013,28.91,2013-12-01
12/01/2016,30.37,2016-12-01
06/01/2017,24.66,2017-06-01
06/01/2018,25.92,2018-06-01
06/01/2020,27.71,2020-06-01
06/01/2009,22.73,2009-06-01
06/01/2018,12.59,2018-06-01
01/01/2017,25.94,2017-01-01
12/01/2012,21.27,2012-12-01
12/01/2010,30.57,2010-12-01
06/01/2009,22.71,2009-06-01
12/01/2014,25.17,2014-12-01
01/01/2017,20.3,2017-01-01
06/01/2021,28.58,2021-06-01
06/01/2013,29.77,2013-06-01
06/01/2012,32.67,2012-06-01
06/01/2021,27.78,2021-06-01
06/01/2020,9.8,2020-06-01
12/01/2009,25.32,2009-12-01
01/02/2012,7.6,2012-01-02
01/01/2015,4.8,2015-01-01
01/02/2012,5.5,2012-01-02
01/01/2015,2.8,2015-01-01
01/02/2012,5.7,2012-01-02
01/02/2012,2.7,2012-01-02
01/01/2015,2.2,2015-01-01
06/01/2013,10.0,2013-06-01
12/31/2015,8.07,2015-12-31
01/01/2018,7.51,2018-01-01
06/01/2021,8.78,2021-06-01
01/01/2018,7.38,2018-01-01
06/01/2021,8.77,2021-06-01
12/01/2010,13.85,2010-12-01
06/01/2009,12.04,2009-06-01
12/01/2012,9.4,2012-12-01
12/01/2014,10.26,2014-12-01
01/01/2017,7.87,2017-01-01
01/01/2019,6.24,2019-01-01
12/01/2017,7.71,2017-12-01
01/01/2009,40.9,2009-01-01
01/01/2009,57.9,2009-01-01
01/01/2015,87.6,2015-01-01
06/01/2011,23.92,2011-06-01
06/01/2010,25.48,2010-06-01
12/01/2015,25.73,2015-12-01
12/01/2013,10.93,2013-12-01
12/01/2013,10.95,2013-12-01
12/01/2008,12.69,2008-12-01
12/01/2019,7.7,2019-12-01
12/01/2012,10.76,2012-12-01
06/01/2015,9.98,2015-06-01
06/01/2019,8.61,2019-06-01
12/01/2019,8.24,2019-12-01
01/01/2017,7.79,2017-01-01
01/01/2021,6.86,2021-01-01
12/01/2010,14.35,2010-12-01
06/01/2009,11.36,2009-06-01
12/01/2012,9.7,2012-12-01
12/01/2010,37.32,2010-12-01
06/01/2009,32.98,2009-06-01
12/01/2012,30.56,2012-12-01
12/01/2014,30.68,2014-12-01
01/01/2017,26.64,2017-01-01
06/01/2012,33.77,2012-06-01
06/01/2013,30.42,2013-06-01
12/01/2009,28.86,2009-12-01
12/01/2011,26.04,2011-12-01
12/01/2013,21.75,2013-12-01
12/01/2016,26.17,2016-12-01
06/01/2020,11.59,2020-06-01
06/01/2013,30.48,2013-06-01
01/01/2015,2.6,2015-01-01
01/01/2015,1.9,2015-01-01
01/01/2015,18.4,2015-01-01
01/02/2012,124.3,2012-01-02
01/02/2012,21.6,2012-01-02
06/01/2021,29.09,2021-06-01
06/01/2021,28.36,2021-06-01
06/01/2012,32.25,2012-06-01
06/01/2013,29.67,2013-06-01
06/01/2012,32.29,2012-06-01
06/01/2021,30.47,2021-06-01
06/01/2013,25.09,2013-06-01
06/01/2012,27.89,2012-06-01
06/01/2012,33.75,2012-06-01
06/01/2013,30.47,2013-06-01
06/01/2012,25.46,2012-06-01
06/01/2013,23.11,2013-06-01
06/01/2021,27.2,2021-06-01
12/01/2011,23.45,2011-12-01
01/01/2017,7.93,2017-01-01
01/01/2018,7.32,2018-01-01
06/01/2021,8.83,2021-06-01
06/01/2016,18.13,2016-06-01
12/01/2014,24.58,2014-12-01
06/01/2009,28.08,2009-06-01
12/01/2012,25.36,2012-12-01
12/01/2014,26.74,2014-12-01
01/01/2017,22.64,2017-01-01
01/01/2021,18.21,2021-01-01
01/01/2017,20.56,2017-01-01
01/01/2021,17.1,2021-01-01
06/01/2019,24.78,2019-06-01
06/01/2015,13.33,2015-06-01
06/01/2019,13.05,2019-06-01
12/01/2019,22.29,2019-12-01
06/01/2013,10.76,2013-06-01
12/31/2015,7.95,2015-12-31
06/01/2021,8.77,2021-06-01
01/01/2018,8.72,2018-01-01
06/01/2021,9.63,2021-06-01
12/01/2015,8.5,2015-12-01
06/01/2016,8.45,2016-06-01
12/01/2020,6.81,2020-12-01
12/01/2016,8.48,2016-12-01
06/01/2020,7.37,2020-06-01
06/01/2018,8.65,2018-06-01
12/01/2016,8.17,2016-12-01
01/01/2015,9.36,2015-01-01
12/01/2008,11.6,2008-12-01
12/01/2010,11.13,2010-12-01
01/01/2015,9.36,2015-01-01
12/01/2019,31.63,2019-12-01
12/01/2012,32.69,2012-12-01
12/01/2009,31.8,2009-12-01
06/01/2015,17.09,2015-06-01
12/01/2019,34.16,2019-12-01
12/01/2012,37.34,2012-12-01
12/01/2009,39.17,2009-12-01
06/01/2019,22.64,2019-06-01
12/01/2015,23.79,2015-12-01
06/01/2016,13.98,2016-06-01
12/01/2020,22.76,2020-12-01
06/01/2014,9.12,2014-06-01
01/01/2020,6.35,2020-01-01
12/01/2018,7.59,2018-12-01
06/01/2019,11.11,2019-06-01
12/01/2019,11.0,2019-12-01
12/01/2012,15.0,2012-12-01
12/01/2009,14.24,2009-12-01
06/01/2011,11.93,2011-06-01
06/01/2010,12.49,2010-06-01
12/01/2015,8.42,2015-12-01
06/01/2016,8.67,2016-06-01
12/01/2020,7.99,2020-12-01
12/01/2012,10.24,2012-12-01
12/01/2009,9.8,2009-12-01
01/01/2021,7.67,2021-01-01
06/01/2016,11.17,2016-06-01
06/01/2011,10.67,2011-06-01
06/01/2010,11.12,2010-06-01
12/01/2015,8.75,2015-12-01
06/01/2011,11.12,2011-06-01
06/01/2010,11.44,2010-06-01
01/01/2013,2.3,2013-01-01
12/01/2012,25.91,2012-12-01
12/01/2009,23.64,2009-12-01
06/01/2019,14.43,2019-06-01
12/01/2012,26.06,2012-12-01
06/01/2015,14.6,2015-06-01
06/01/2019,12.67,2019-06-01
12/01/2019,26.3,2019-12-01
12/01/2012,22.68,2012-12-01
12/01/2009,12.96,2009-12-01
12/01/2012,16.7,2012-12-01
06/01/2019,9.24,2019-06-01
12/01/2019,22.83,2019-12-01
06/01/2017,9.81,2017-06-01
12/01/2016,8.38,2016-12-01
06/01/2020,7.33,2020-06-01
01/01/2013,22.8,2013-01-01
12/01/2009,8.92,2009-12-01
12/01/2011,8.81,2011-12-01
12/01/2013,9.75,2013-12-01
12/01/2016,8.78,2016-12-01
06/01/2017,10.2,2017-06-01
06/01/2018,9.23,2018-06-01
12/01/2009,12.47,2009-12-01
12/01/2011,11.42,2011-12-01
06/01/2018,9.1,2018-06-01
06/01/2020,7.23,2020-06-01
12/01/2016,25.18,2016-12-01
06/01/2018,12.34,2018-06-01
06/01/2020,10.66,2020-06-01
12/01/2013,21.14,2013-12-01
06/01/2017,15.85,2017-06-01
12/01/2016,26.96,2016-12-01
06/01/2018,15.21,2018-06-01
06/01/2020,14.29,2020-06-01
06/01/2009,26.14,2009-06-01
06/01/2009,20.56,2009-06-01
06/01/2009,25.47,2009-06-01
12/01/2009,24.01,2009-12-01
06/01/2015,15.48,2015-06-01
06/01/2019,14.81,2019-06-01
12/01/2019,27.69,2019-12-01
06/01/2015,16.56,2015-06-01
12/01/2019,28.08,2019-12-01
01/01/2005,21.3,2005-01-01
01/01/2016,20.2,2016-01-01
01/01/2016,2.2,2016-01-01
01/01/2005,0.9,2005-01-01
01/01/2016,0.4,2016-01-01
01/01/2016,1.0,2016-01-01
01/01/2005,0.6,2005-01-01
01/01/2005,1.3,2005-01-01
01/01/2016,1.2,2016-01-01
06/01/2009,16.13,2009-06-01
06/01/2021,8.17,2021-06-01
12/31/2015,18.86,2015-12-31
01/01/2018,17.9,2018-01-01
06/01/2021,10.75,2021-06-01
01/01/2005,15.5,2005-01-01
01/01/2016,17.5,2016-01-01
01/01/2016,21.8,2016-01-01
01/01/2016,0.3,2016-01-01
01/01/2016,2.0,2016-01-01
01/01/2005,4.7,2005-01-01
01/01/2005,2.3,2005-01-01
01/01/2005,2.8,2005-01-01
01/01/2005,2.4,2005-01-01
01/01/2005,1.8,2005-01-01
01/01/2005,5.3,2005-01-01
01/01/2005,1.8,2005-01-01
01/01/2011,2.2,2011-01-01
06/01/2011,22.2,2011-06-01
06/01/2012,33.38,2012-06-01
06/01/2013,30.73,2013-06-01
06/01/2021,26.95,2021-06-01
06/01/2009,26.88,2009-06-01
12/01/2012,23.99,2012-12-01
12/01/2010,32.21,2010-12-01
12/01/2014,26.09,2014-12-01
01/01/2017,21.8,2017-01-01
01/01/2015,51.7,2015-01-01
01/01/2005,11.6,2005-01-01
01/01/2005,27.4,2005-01-01
01/01/2009,1.0,2009-01-01
01/01/2009,7.3,2009-01-01
01/01/2009,2.1,2009-01-01
01/01/2009,54.1,2009-01-01
01/01/2009,35.0,2009-01-01
01/01/2009,19.6,2009-01-01
01/01/2011,1.7,2011-01-01
01/01/2011,2.3,2011-01-01
01/01/2011,1.05,2011-01-01
01/01/2011,1.64,2011-01-01
01/01/2011,1.68,2011-01-01
01/01/2009,8.9,2009-01-01
01/01/2009,65.9,2009-01-01
01/01/2009,49.8,2009-01-01
01/01/2011,2.3,2011-01-01
01/01/2011,2.19,2011-01-01
01/01/2011,1.61,2011-01-01
01/01/2011,1.36,2011-01-01
01/01/2011,1.43,2011-01-01
01/01/2011,1.48,2011-01-01
01/01/2011,1.03,2011-01-01
01/01/2011,1.38,2011-01-01
01/01/2009,119.1,2009-01-01
01/01/2009,79.8,2009-01-01
01/01/2009,54.0,2009-01-01
01/02/2012,5.9,2012-01-02
01/01/2015,14.2,2015-01-01
01/01/2015,3.8,2015-01-01
01/01/2015,2.9,2015-01-01
01/02/2012,4.1,2012-01-02
01/01/2015,2.8,2015-01-01
01/01/2005,46.6,2005-01-01
01/01/2005,15.3,2005-01-01
01/01/2016,12.4,2016-01-01
01/01/2016,6.3,2016-01-01
01/01/2005,36.4,2005-01-01
01/01/2016,21.8,2016-01-01
01/01/2005,16.9,2005-01-01
01/01/2016,14.9,2016-01-01
01/02/2012,1.7,2012-01-02
01/01/2015,1.0,2015-01-01
01/01/2015,4.3,2015-01-01
01/02/2012,40.96,2012-01-02
01/01/2015,38.3,2015-01-01
01/01/2015,36.2,2015-01-01
